 108.89513,   7.46352
 108.85606,  14.87927
 109.00653,  22.17669
 108.99526,  29.45705
 109.01924,  36.73642
 109.01361,  44.01677
 110.88451,  51.29713
 113.99202,  58.58451
 110.10034,  65.87290
 102.40233,  73.15225
  97.66299,  80.43262
  89.78639,  87.70795
  81.34791,  95.28106
  71.07555, 102.56046
  62.09176, 109.83677
  56.62033, 117.13622
  60.68135, 124.41658
  81.20040, 131.69694
  98.57771, 138.97225
 107.38473, 146.25666
 114.66954, 153.55307
 115.06516, 160.82741
 110.60673, 168.11279
 105.33875, 175.39211
  94.70889, 182.67749
  84.45159, 189.94885
  77.64147, 197.24823
  68.71753, 204.52461
  61.93124, 211.81297
  57.60473, 219.08333
  63.76362, 226.36770
  79.99295, 233.64909
  98.09029, 240.94448
 110.41818, 248.21477
 112.33111, 255.50516
 112.10876, 262.78456
 110.69044, 270.06891
 109.08852, 277.34026
 106.00027, 284.63262
  98.54863, 292.05539
  89.37424, 299.33472
  78.46727, 306.61462
  68.45442, 313.89398
  64.96395, 321.17434
  66.88525, 328.47074
  67.50272, 335.75110
  76.65607, 343.03046
  89.65368, 350.31082
 101.98870, 357.59018
 108.28334, 364.87054
 112.02893, 372.16595
 113.73064, 379.44530
 109.97335, 386.72667
 109.79901, 394.00703
 109.89643, 401.31045
